timestamp,equity,cash,positions_value
2023-10-09 15:15:00+00:00,100000.0,100000.0,0.0
2023-10-09 17:37:00+00:00,100000.0,100000.0,0.0
2023-10-09 19:51:00+00:00,100000.0,100000.0,0.0
2023-10-10 15:06:00+00:00,100000.0,100000.0,0.0
2023-10-10 16:55:00+00:00,100000.0,100000.0,0.0
2023-10-10 18:36:00+00:00,100000.0,100000.0,0.0
2023-10-11 13:48:00+00:00,100000.0,100000.0,0.0
2023-10-11 15:29:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-11 17:16:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-11 19:04:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-12 14:18:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-12 15:58:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-12 17:52:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-12 19:37:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-13 14:47:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-13 16:37:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-13 18:46:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-16 14:06:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-16 16:07:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-16 17:57:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-16 19:56:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-17 15:09:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-17 16:54:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-17 18:56:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-18 14:28:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-18 16:14:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-18 18:07:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-19 13:43:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-19 15:36:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-19 17:27:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-19 19:26:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-20 14:38:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-20 16:23:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-20 18:15:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-23 13:34:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-23 15:26:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-23 18:05:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-24 13:45:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-24 15:28:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-24 17:17:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-24 19:47:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-25 14:57:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-25 16:53:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-25 19:06:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-26 14:22:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-26 16:18:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-26 18:11:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-27 13:41:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-27 15:30:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-27 17:33:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-27 19:40:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-30 14:56:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-30 16:47:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-30 18:53:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-31 14:19:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-31 16:39:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-10-31 19:14:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-01 14:30:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-01 16:46:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-01 18:56:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-02 14:09:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-02 15:55:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-02 17:54:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-02 19:44:00+00:00,99900.06880000001,99900.06880000001,0.0
2023-11-03 14:57:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-03 17:16:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-03 19:52:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-06 16:04:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-06 17:51:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-06 20:07:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-07 15:25:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-07 17:22:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-07 20:19:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-08 15:39:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-08 17:28:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-08 19:42:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-09 15:11:00+00:00,99800.21620000001,99800.21620000001,0.0
2023-11-09 17:23:00+00:00,99756.21620000001,94816.21620000001,4940.0
2023-11-09 19:40:00+00:00,99700.53620000002,99700.53620000002,0.0
2023-11-10 15:03:00+00:00,99825.11720000001,99825.11720000001,0.0
2023-11-10 16:43:00+00:00,99825.11720000001,99825.11720000001,0.0
2023-11-10 18:23:00+00:00,99825.11720000001,99825.11720000001,0.0
2023-11-10 20:06:00+00:00,99825.11720000001,99825.11720000001,0.0
2023-11-13 15:16:00+00:00,99725.29280000001,99725.29280000001,0.0
2023-11-13 16:58:00+00:00,99725.29280000001,99725.29280000001,0.0
2023-11-13 18:55:00+00:00,99725.29280000001,99725.29280000001,0.0
2023-11-13 20:44:00+00:00,99725.29280000001,99725.29280000001,0.0
2023-11-14 15:49:00+00:00,99849.87080000002,99849.87080000002,0.0
2023-11-14 17:33:00+00:00,99849.87080000002,99849.87080000002,0.0
